Season, Week, Player             , Position, Team, Opponent, Pass_Comp, Pass_Att, Pass_Yards, Pass_TD, Pass_Int, Rush_Att, Rush_Yards, Rush_TD, Rec_Targets, Rec_Recep, Rec_Yards, Rec_TD, PPR_Points, PPR_Average, Snapcount, Reg_League_Avg, Reg_Due_For
  2024,   13, Xavier Weaver      , WR      , ARI , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Xavier Weaver      , WR      , ARI , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Xavier Weaver      , WR      , ARI , vs NE   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Xavier Weaver      , WR      , ARI , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Xavier Weaver      , WR      , ARI , @ LAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Xavier Weaver      , WR      , ARI , vs SF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Michael Wilson     , WR      , ARI , @ BUF   ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Michael Wilson     , WR      , ARI , vs LAR  ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Michael Wilson     , WR      , ARI , vs DET  ,         0,        0,          0,       0,        0,        0,          0,       8,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Michael Wilson     , WR      , ARI , vs WAS  ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Michael Wilson     , WR      , ARI , @ SF    ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Michael Wilson     , WR      , ARI , @ GB    ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Michael Wilson     , WR      , ARI , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Michael Wilson     , WR      , ARI , @ MIA   ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Michael Wilson     , WR      , ARI , vs CHI  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Michael Wilson     , WR      , ARI , vs NYJ  ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Michael Wilson     , WR      , ARI , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Michael Wilson     , WR      , ARI , @ SEA   ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Michael Wilson     , WR      , ARI , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Michael Wilson     , WR      , ARI , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Michael Wilson     , WR      , ARI , vs NE   ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Michael Wilson     , WR      , ARI , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Michael Wilson     , WR      , ARI , @ LAR   ,         0,        0,          0,       0,        0,        1,          7,       4,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Michael Wilson     , WR      , ARI , vs SF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Elijah Higgins     , TE      , ARI , @ BUF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        12,      0,           ,            ,          ,               , 
  2024,    2, Elijah Higgins     , TE      , ARI , vs LAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        18,      1,           ,            ,          ,               , 
  2024,    3, Elijah Higgins     , TE      , ARI , vs DET  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        11,      0,           ,            ,          ,               , 
  2024,    4, Elijah Higgins     , TE      , ARI , vs WAS  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        12,      0,           ,            ,          ,               , 
  2024,    5, Elijah Higgins     , TE      , ARI , @ SF    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         2,      1,           ,            ,          ,               , 
  2024,    6, Elijah Higgins     , TE      , ARI , @ GB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Elijah Higgins     , TE      , ARI , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         1,      0,           ,            ,          ,               , 
  2024,    8, Elijah Higgins     , TE      , ARI , @ MIA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        13,      0,           ,            ,          ,               , 
  2024,    9, Elijah Higgins     , TE      , ARI , vs CHI  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        34,      0,           ,            ,          ,               , 
  2024,   10, Elijah Higgins     , TE      , ARI , vs NYJ  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        13,      0,           ,            ,          ,               , 
  2024,   11, Elijah Higgins     , TE      , ARI , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Elijah Higgins     , TE      , ARI , @ SEA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         5,      0,           ,            ,          ,               , 
  2024,   13, Elijah Higgins     , TE      , ARI , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        23,      0,           ,            ,          ,               , 
  2024,   14, Elijah Higgins     , TE      , ARI , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Elijah Higgins     , TE      , ARI , vs NE   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         5,      0,           ,            ,          ,               , 
  2024,   16, Elijah Higgins     , TE      , ARI , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Elijah Higgins     , TE      , ARI , @ LAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        23,      0,           ,            ,          ,               , 
  2024,   18, Elijah Higgins     , TE      , ARI , vs SF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Trey McBride       , TE      , ARI , @ BUF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         5,        30,      0,           ,            ,          ,               , 
  2024,    2, Trey McBride       , TE      , ARI , vs LAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         6,        67,      0,           ,            ,          ,               , 
  2024,    3, Trey McBride       , TE      , ARI , vs DET  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         3,        25,      0,           ,            ,          ,               , 
  2024,    4, Trey McBride       , TE      , ARI , vs WAS  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Trey McBride       , TE      , ARI , @ SF    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         6,        53,      0,           ,            ,          ,               , 
  2024,    6, Trey McBride       , TE      , ARI , @ GB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         8,        96,      0,           ,            ,          ,               , 
  2024,    7, Trey McBride       , TE      , ARI , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         5,        51,      0,           ,            ,          ,               , 
  2024,    8, Trey McBride       , TE      , ARI , @ MIA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         9,       124,      0,           ,            ,          ,               , 
  2024,    9, Trey McBride       , TE      , ARI , vs CHI  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         3,        35,      0,           ,            ,          ,               , 
  2024,   10, Trey McBride       , TE      , ARI , vs NYJ  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         4,        71,      0,           ,            ,          ,               , 
  2024,   11, Trey McBride       , TE      , ARI , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Trey McBride       , TE      , ARI , @ SEA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,        12,       133,      0,           ,            ,          ,               , 
  2024,   13, Trey McBride       , TE      , ARI , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,        12,        96,      0,           ,            ,          ,               , 
  2024,   14, Trey McBride       , TE      , ARI , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         7,        70,      0,           ,            ,          ,               , 
  2024,   15, Trey McBride       , TE      , ARI , vs NE   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         9,        87,      0,           ,            ,          ,               , 
  2024,   16, Trey McBride       , TE      , ARI , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         3,        20,      0,           ,            ,          ,               , 
  2024,   17, Trey McBride       , TE      , ARI , @ LAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,        12,       123,      1,           ,            ,          ,               , 
  2024,   18, Trey McBride       , TE      , ARI , vs SF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         7,        65,      1,           ,            ,          ,               , 
  2024,    1, Tip Reiman         , TE      , ARI , @ BUF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Tip Reiman         , TE      , ARI , vs LAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Tip Reiman         , TE      , ARI , vs DET  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Tip Reiman         , TE      , ARI , vs WAS  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Tip Reiman         , TE      , ARI , @ SF    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         5,      0,           ,            ,          ,               , 
  2024,    6, Tip Reiman         , TE      , ARI , @ GB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Tip Reiman         , TE      , ARI , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         1,      0,           ,            ,          ,               , 
  2024,    8, Tip Reiman         , TE      , ARI , @ MIA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Tip Reiman         , TE      , ARI , vs CHI  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Tip Reiman         , TE      , ARI , vs NYJ  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Tip Reiman         , TE      , ARI , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Tip Reiman         , TE      , ARI , @ SEA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Tip Reiman         , TE      , ARI , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         9,      0,           ,            ,          ,               , 
  2024,   14, Tip Reiman         , TE      , ARI , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        14,      0,           ,            ,          ,               , 
  2024,   15, Tip Reiman         , TE      , ARI , vs NE   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,         8,      0,           ,            ,          ,               , 
  2024,   16, Tip Reiman         , TE      , ARI , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Tip Reiman         , TE      , ARI , @ LAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Tip Reiman         , TE      , ARI , vs SF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Travis Vokolek     , TE      , ARI , @ BUF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Travis Vokolek     , TE      , ARI , vs LAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Travis Vokolek     , TE      , ARI , vs DET  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Travis Vokolek     , TE      , ARI , vs WAS  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Travis Vokolek     , TE      , ARI , @ SF    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Travis Vokolek     , TE      , ARI , @ GB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Travis Vokolek     , TE      , ARI , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Travis Vokolek     , TE      , ARI , @ MIA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Travis Vokolek     , TE      , ARI , vs CHI  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Travis Vokolek     , TE      , ARI , vs NYJ  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Travis Vokolek     , TE      , ARI , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Travis Vokolek     , TE      , ARI , @ SEA   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Travis Vokolek     , TE      , ARI , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Travis Vokolek     , TE      , ARI , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Travis Vokolek     , TE      , ARI , vs NE   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Travis Vokolek     , TE      , ARI , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Travis Vokolek     , TE      , ARI , @ LAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Travis Vokolek     , TE      , ARI , vs SF   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Kirk Cousins       , QB      , ATL , vs PIT  ,         0,        0,        155,       1,       21,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Kirk Cousins       , QB      , ATL , @ PHI   ,         0,        0,        241,       2,        4,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Kirk Cousins       , QB      , ATL , vs KC   ,         0,        0,        230,       1,       11,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Kirk Cousins       , QB      , ATL , vs NO   ,         0,        0,        238,       0,       10,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Kirk Cousins       , QB      , ATL , vs TB   ,         0,        0,        509,       4,       10,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Kirk Cousins       , QB      , ATL , @ CAR   ,         0,        0,        225,       1,        4,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Kirk Cousins       , QB      , ATL , vs SEA  ,         0,        0,        232,       1,       21,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Kirk Cousins       , QB      , ATL , @ TB    ,         0,        0,        276,       4,        3,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Kirk Cousins       , QB      , ATL , vs DAL  ,         0,        0,        222,       3,        4,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Kirk Cousins       , QB      , ATL , @ NO    ,         0,        0,        306,       0,       10,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Kirk Cousins       , QB      , ATL , @ DEN   ,         0,        0,        173,       0,       11,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Kirk Cousins       , QB      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Kirk Cousins       , QB      , ATL , vs LAC  ,         0,        0,        245,       0,       41,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Kirk Cousins       , QB      , ATL , @ MIN   ,         0,        0,        344,       0,       20,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Kirk Cousins       , QB      , ATL , @ LV    ,         0,        0,        112,       1,       13,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Kirk Cousins       , QB      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Kirk Cousins       , QB      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Kirk Cousins       , QB      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Michael Penix Jr.  , QB      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Michael Penix Jr.  , QB      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Michael Penix Jr.  , QB      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Michael Penix Jr.  , QB      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Michael Penix Jr.  , QB      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Michael Penix Jr.  , QB      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Michael Penix Jr.  , QB      , ATL , vs SEA  ,         0,        0,         14,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Michael Penix Jr.  , QB      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Michael Penix Jr.  , QB      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Michael Penix Jr.  , QB      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Michael Penix Jr.  , QB      , ATL , @ DEN   ,         0,        0,         24,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Michael Penix Jr.  , QB      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Michael Penix Jr.  , QB      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Michael Penix Jr.  , QB      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Michael Penix Jr.  , QB      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Michael Penix Jr.  , QB      , ATL , vs NYG  ,         0,        0,        202,       0,       14,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Michael Penix Jr.  , QB      , ATL , @ WAS   ,         0,        0,        223,       1,       12,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Michael Penix Jr.  , QB      , ATL , vs CAR  ,         0,        0,        312,       2,       11,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Tyler Allgeier     , RB      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        3,         21,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Tyler Allgeier     , RB      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        9,         53,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Tyler Allgeier     , RB      , ATL , vs KC   ,         0,        0,          0,       0,        0,        7,         32,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Tyler Allgeier     , RB      , ATL , vs NO   ,         0,        0,          0,       0,        0,        8,         60,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Tyler Allgeier     , RB      , ATL , vs TB   ,         0,        0,          0,       0,        0,        6,         12,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Tyler Allgeier     , RB      , ATL , @ CAR   ,         0,        0,          0,       0,        0,       18,        105,      11,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Tyler Allgeier     , RB      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        5,         36,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Tyler Allgeier     , RB      , ATL , @ TB    ,         0,        0,          0,       0,        0,       12,         33,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Tyler Allgeier     , RB      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        6,         18,      10,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Tyler Allgeier     , RB      , ATL , @ NO    ,         0,        0,          0,       0,        0,       11,         59,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Tyler Allgeier     , RB      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Tyler Allgeier     , RB      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Tyler Allgeier     , RB      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        8,         16,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Tyler Allgeier     , RB      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        9,         63,      10,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Tyler Allgeier     , RB      , ATL , @ LV    ,         0,        0,          0,       0,        0,       12,         43,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Tyler Allgeier     , RB      , ATL , vs NYG  ,         0,        0,          0,       0,        0,       11,         22,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Tyler Allgeier     , RB      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        3,         19,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Tyler Allgeier     , RB      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        9,         52,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Jase McClellan     , RB      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Jase McClellan     , RB      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Jase McClellan     , RB      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Jase McClellan     , RB      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Jase McClellan     , RB      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Jase McClellan     , RB      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Jase McClellan     , RB      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        5,         17,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Jase McClellan     , RB      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Jase McClellan     , RB      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Jase McClellan     , RB      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Jase McClellan     , RB      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        8,         15,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Jase McClellan     , RB      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Jase McClellan     , RB      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Jase McClellan     , RB      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Jase McClellan     , RB      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Jase McClellan     , RB      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Jase McClellan     , RB      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Jase McClellan     , RB      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Bijan Robinson     , RB      , ATL , vs PIT  ,         0,        0,          0,       0,        0,       18,         68,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Bijan Robinson     , RB      , ATL , @ PHI   ,         0,        0,          0,       0,        0,       14,         97,       4,           0,         0,         0,      0,           ,            ,          ,               , 
