Season, Week, Player             , Position, Team, Opponent, Pass_Comp, Pass_Att, Pass_Yards, Pass_TD, Pass_Int, Rush_Att, Rush_Yards, Rush_TD, Rec_Targets, Rec_Recep, Rec_Yards, Rec_TD, PPR_Points, PPR_Average, Snapcount, Reg_League_Avg, Reg_Due_For
  2024,   10, KhaDarel Hodge     , WR      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, KhaDarel Hodge     , WR      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, KhaDarel Hodge     , WR      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, KhaDarel Hodge     , WR      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, KhaDarel Hodge     , WR      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, KhaDarel Hodge     , WR      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, KhaDarel Hodge     , WR      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, KhaDarel Hodge     , WR      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, KhaDarel Hodge     , WR      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Drake London       , WR      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Drake London       , WR      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Drake London       , WR      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Drake London       , WR      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Drake London       , WR      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,      12,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Drake London       , WR      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Drake London       , WR      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Drake London       , WR      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       4,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Drake London       , WR      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Drake London       , WR      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       8,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Drake London       , WR      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Drake London       , WR      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Drake London       , WR      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        1,          3,       9,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Drake London       , WR      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Drake London       , WR      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Drake London       , WR      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Drake London       , WR      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       7,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Drake London       , WR      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,      10,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Ray-Ray McCloud III, WR      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       4,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Ray-Ray McCloud III, WR      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        1,          3,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Ray-Ray McCloud III, WR      , ATL , vs KC   ,         0,        0,          0,       0,        0,        1,         20,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Ray-Ray McCloud III, WR      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Ray-Ray McCloud III, WR      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Ray-Ray McCloud III, WR      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        1,          3,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Ray-Ray McCloud III, WR      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Ray-Ray McCloud III, WR      , ATL , @ TB    ,         0,        0,          0,       0,        0,        1,         17,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Ray-Ray McCloud III, WR      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        1,          7,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Ray-Ray McCloud III, WR      , ATL , @ NO    ,         0,        0,          0,       0,        0,        1,          6,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Ray-Ray McCloud III, WR      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Ray-Ray McCloud III, WR      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Ray-Ray McCloud III, WR      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        1,          2,       4,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Ray-Ray McCloud III, WR      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        1,          3,       8,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Ray-Ray McCloud III, WR      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Ray-Ray McCloud III, WR      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        1,          8,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Ray-Ray McCloud III, WR      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        1,         14,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Ray-Ray McCloud III, WR      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       4,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Darnell Mooney     , WR      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Darnell Mooney     , WR      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Darnell Mooney     , WR      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       8,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Darnell Mooney     , WR      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Darnell Mooney     , WR      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       9,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Darnell Mooney     , WR      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Darnell Mooney     , WR      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Darnell Mooney     , WR      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       4,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Darnell Mooney     , WR      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Darnell Mooney     , WR      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Darnell Mooney     , WR      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Darnell Mooney     , WR      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Darnell Mooney     , WR      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       3,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Darnell Mooney     , WR      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       6,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Darnell Mooney     , WR      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Darnell Mooney     , WR      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       5,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Darnell Mooney     , WR      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       2,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Darnell Mooney     , WR      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Casey Washington   , WR      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Casey Washington   , WR      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Casey Washington   , WR      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Casey Washington   , WR      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Casey Washington   , WR      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Casey Washington   , WR      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Casey Washington   , WR      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       1,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Casey Washington   , WR      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Casey Washington   , WR      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Casey Washington   , WR      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Casey Washington   , WR      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Casey Washington   , WR      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Casey Washington   , WR      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Casey Washington   , WR      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Casey Washington   , WR      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Casey Washington   , WR      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Casey Washington   , WR      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Casey Washington   , WR      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Ross Dwelley       , TE      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Ross Dwelley       , TE      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Ross Dwelley       , TE      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Ross Dwelley       , TE      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Ross Dwelley       , TE      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Ross Dwelley       , TE      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Ross Dwelley       , TE      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Ross Dwelley       , TE      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Ross Dwelley       , TE      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Ross Dwelley       , TE      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Ross Dwelley       , TE      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         5,      0,           ,            ,          ,               , 
  2024,   12, Ross Dwelley       , TE      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Ross Dwelley       , TE      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Ross Dwelley       , TE      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Ross Dwelley       , TE      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Ross Dwelley       , TE      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Ross Dwelley       , TE      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Ross Dwelley       , TE      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Kyle Pitts         , TE      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         3,        26,      1,           ,            ,          ,               , 
  2024,    2, Kyle Pitts         , TE      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         3,        20,      0,           ,            ,          ,               , 
  2024,    3, Kyle Pitts         , TE      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        59,      0,           ,            ,          ,               , 
  2024,    4, Kyle Pitts         , TE      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Kyle Pitts         , TE      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         7,        88,      0,           ,            ,          ,               , 
  2024,    6, Kyle Pitts         , TE      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         3,        70,      0,           ,            ,          ,               , 
  2024,    7, Kyle Pitts         , TE      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         7,        65,      0,           ,            ,          ,               , 
  2024,    8, Kyle Pitts         , TE      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         4,        91,      2,           ,            ,          ,               , 
  2024,    9, Kyle Pitts         , TE      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        11,      0,           ,            ,          ,               , 
  2024,   10, Kyle Pitts         , TE      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         4,        55,      0,           ,            ,          ,               , 
  2024,   11, Kyle Pitts         , TE      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         9,      0,           ,            ,          ,               , 
  2024,   12, Kyle Pitts         , TE      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Kyle Pitts         , TE      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Kyle Pitts         , TE      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        14,      0,           ,            ,          ,               , 
  2024,   15, Kyle Pitts         , TE      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         4,        28,      0,           ,            ,          ,               , 
  2024,   16, Kyle Pitts         , TE      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         7,      0,           ,            ,          ,               , 
  2024,   17, Kyle Pitts         , TE      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         4,        44,      1,           ,            ,          ,               , 
  2024,   18, Kyle Pitts         , TE      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,        15,      0,           ,            ,          ,               , 
  2024,    1, Charlie Woerner    , TE      , ATL , vs PIT  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         4,      0,           ,            ,          ,               , 
  2024,    2, Charlie Woerner    , TE      , ATL , @ PHI   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Charlie Woerner    , TE      , ATL , vs KC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Charlie Woerner    , TE      , ATL , vs NO   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Charlie Woerner    , TE      , ATL , vs TB   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Charlie Woerner    , TE      , ATL , @ CAR   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Charlie Woerner    , TE      , ATL , vs SEA  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Charlie Woerner    , TE      , ATL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        13,      0,           ,            ,          ,               , 
  2024,    9, Charlie Woerner    , TE      , ATL , vs DAL  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Charlie Woerner    , TE      , ATL , @ NO    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Charlie Woerner    , TE      , ATL , @ DEN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Charlie Woerner    , TE      , ATL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Charlie Woerner    , TE      , ATL , vs LAC  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         5,      0,           ,            ,          ,               , 
  2024,   14, Charlie Woerner    , TE      , ATL , @ MIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,        11,      0,           ,            ,          ,               , 
  2024,   15, Charlie Woerner    , TE      , ATL , @ LV    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         2,         7,      0,           ,            ,          ,               , 
  2024,   16, Charlie Woerner    , TE      , ATL , vs NYG  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Charlie Woerner    , TE      , ATL , @ WAS   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         1,         6,      0,           ,            ,          ,               , 
  2024,   18, Charlie Woerner    , TE      , ATL , vs CAR  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Lamar Jackson      , QB      , BAL , @ KC    ,         0,        0,        273,       1,       16,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Lamar Jackson      , QB      , BAL , vs LV   ,         0,        0,        247,       1,       15,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Lamar Jackson      , QB      , BAL , @ DAL   ,         0,        0,        182,       1,       14,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Lamar Jackson      , QB      , BAL , vs BUF  ,         0,        0,        156,       2,        6,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Lamar Jackson      , QB      , BAL , @ CIN   ,         0,        0,        348,       4,       12,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Lamar Jackson      , QB      , BAL , vs WAS  ,         0,        0,        323,       1,      111,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Lamar Jackson      , QB      , BAL , @ TB    ,         0,        0,        281,       5,        9,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Lamar Jackson      , QB      , BAL , @ CLE   ,         0,        0,        289,       2,        8,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Lamar Jackson      , QB      , BAL , vs DEN  ,         0,        0,        280,       3,        3,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Lamar Jackson      , QB      , BAL , vs CIN  ,         0,        0,        290,       4,        7,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Lamar Jackson      , QB      , BAL , @ PIT   ,         0,        0,        207,       1,       14,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Lamar Jackson      , QB      , BAL , @ LAC   ,         0,        0,        177,       2,        8,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Lamar Jackson      , QB      , BAL , vs PHI  ,         0,        0,        237,       2,        8,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Lamar Jackson      , QB      , BAL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Lamar Jackson      , QB      , BAL , @ NYG   ,         0,        0,        290,       5,        6,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   16, Lamar Jackson      , QB      , BAL , vs PIT  ,         0,        0,        207,       3,       19,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   17, Lamar Jackson      , QB      , BAL , @ HOU   ,         0,        0,        168,       2,        4,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   18, Lamar Jackson      , QB      , BAL , vs CLE  ,         0,        0,        217,       2,        9,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   19, Lamar Jackson      , QB      , BAL , vs PIT  ,         0,        0,        175,       2,       15,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   20, Lamar Jackson      , QB      , BAL , @ BUF   ,         0,        0,        254,       2,       16,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    1, Josh Johnson       , QB      , BAL , @ KC    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    2, Josh Johnson       , QB      , BAL , vs LV   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    3, Josh Johnson       , QB      , BAL , @ DAL   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    4, Josh Johnson       , QB      , BAL , vs BUF  ,         0,        0,          1,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    5, Josh Johnson       , QB      , BAL , @ CIN   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    6, Josh Johnson       , QB      , BAL , vs WAS  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    7, Josh Johnson       , QB      , BAL , @ TB    ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    8, Josh Johnson       , QB      , BAL , @ CLE   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,    9, Josh Johnson       , QB      , BAL , vs DEN  ,         0,        0,          0,       0,        3,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   10, Josh Johnson       , QB      , BAL , vs CIN  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   11, Josh Johnson       , QB      , BAL , @ PIT   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   12, Josh Johnson       , QB      , BAL , @ LAC   ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   13, Josh Johnson       , QB      , BAL , vs PHI  ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   14, Josh Johnson       , QB      , BAL , -       ,         0,        0,          0,       0,        0,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
  2024,   15, Josh Johnson       , QB      , BAL , @ NYG   ,         0,        0,          0,       0,        1,        0,          0,       0,           0,         0,         0,      0,           ,            ,          ,               , 
