date,start_time,game_url,team1,spread1,odds_spread1,total1,odds_total1,moneyline1,team2,spread2,odds_spread2,total2,odds_total2,moneyline2
SUN DEC 21ST,11:00AM,https://sportsbook.draftkings.com/event/ne-patriots-%40-bal-ravens/32225477?category=odds&subcategory=popular,NE Patriots,+8.5,−110,46.5,−110,+295,BAL Ravens,-8.5,−110,46.5,−110,−375
SUN DEC 21ST,11:00AM,https://sportsbook.draftkings.com/event/tb-buccaneers-%40-car-panthers/32225514?category=odds&subcategory=popular,TB Buccaneers,-3.5,−110,47.5,−108,−175,CAR Panthers,+3.5,−110,47.5,−112,+145
SUN DEC 21ST,11:00AM,https://sportsbook.draftkings.com/event/buf-bills-%40-cle-browns/32225541?category=odds&subcategory=popular,BUF Bills,-8.5,−110,43.5,−110,−380,CLE Browns,+8.5,−110,43.5,−110,+300
SUN DEC 21ST,11:00AM,https://sportsbook.draftkings.com/event/la-chargers-%40-dal-cowboys/32225543?category=odds&subcategory=popular,LA Chargers,-1.5,−110,46.5,−110,−122,DAL Cowboys,+1.5,−110,46.5,−110,+102
SUN DEC 21ST,2:05PM,https://sportsbook.draftkings.com/event/jax-jaguars-%40-den-broncos/32225563?category=odds&subcategory=popular,JAX Jaguars,+5.5,−110,45.5,−110,+180,DEN Broncos,-5.5,−110,45.5,−110,−218
SUN DEC 21ST,2:05PM,https://sportsbook.draftkings.com/event/atl-falcons-%40-ari-cardinals/32225455?category=odds&subcategory=popular,ATL Falcons,+3.5,−110,46.5,−110,+145,ARI Cardinals,-3.5,−110,46.5,−110,−175
SUN DEC 21ST,2:25PM,https://sportsbook.draftkings.com/event/lv-raiders-%40-hou-texans/32225626?category=odds&subcategory=popular,LV Raiders,+4.5,−110,43.5,−110,+164,HOU Texans,-4.5,−110,43.5,−110,−198
SUN DEC 21ST,2:25PM,https://sportsbook.draftkings.com/event/pit-steelers-%40-det-lions/32225576?category=odds&subcategory=popular,PIT Steelers,+6,−110,45.5,−110,+195,DET Lions,-6,−110,45.5,−110,−238
SUN DEC 21ST,6:20PM,https://sportsbook.draftkings.com/event/cin-bengals-%40-mia-dolphins/32225779?category=odds&subcategory=popular,CIN Bengals,-1.5,−110,48.5,−110,−120,MIA Dolphins,+1.5,−110,48.5,−110,+100
MON DEC 22ND,6:15PM,https://sportsbook.draftkings.com/event/hou-texans-%40-ind-colts/32225638?category=odds&subcategory=popular,SF 49ers,-3,−115,46.5,−110,−155,IND Colts,+3,−105,46.5,−110,+130
THU DEC 25TH,11:00AM,https://sportsbook.draftkings.com/event/den-broncos-%40-was-commanders/32225558?category=odds&subcategory=popular,DAL Cowboys,+5.5,−110,47.5,−110,+180,WAS Commanders,-5.5,−110,47.5,−110,−218
THU DEC 25TH,2:30PM,https://sportsbook.draftkings.com/event/det-lions-%40-min-vikings/32225784?category=odds&subcategory=popular,DET Lions,-2.5,−110,46.5,−110,−135,MIN Vikings,+2.5,−110,46.5,−110,+114
THU DEC 25TH,6:15PM,https://sportsbook.draftkings.com/event/den-broncos-%40-kc-chiefs/32225684?category=odds&subcategory=popular,DEN Broncos,+4.5,−110,44.5,−105,+164,KC Chiefs,-4.5,−110,44.5,−115,−198
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/ny-giants-%40-ne-patriots/32225760?category=odds&subcategory=popular,TB Buccaneers,-1.5,−110,47.5,−110,−120,MIA Dolphins,+1.5,−110,47.5,−110,+100
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/sea-seahawks-%40-car-panthers/32225516?category=odds&subcategory=popular,SEA Seahawks,-1.5,−110,43.5,−115,−120,CAR Panthers,+1.5,−110,43.5,−105,+100
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/jax-jaguars-%40-ind-colts/32225642?category=odds&subcategory=popular,JAX Jaguars,+1.5,−112,45.5,−110,+100,IND Colts,-1.5,−108,45.5,−110,−120
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/hou-texans-%40-la-chargers/32225706?category=odds&subcategory=popular,HOU Texans,+3.5,−110,43.5,−110,+142,LA Chargers,-3.5,−110,43.5,−110,−170
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/pit-steelers-%40-cle-browns/32225537?category=odds&subcategory=popular,PIT Steelers,-2.5,−110,40.5,−110,−130,CLE Browns,+2.5,−110,40.5,−110,+110
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/ne-patriots-%40-ny-jets/32225680?category=odds&subcategory=popular,NE Patriots,-1.5,−110,41.5,−110,−122,NY Jets,+1.5,−110,41.5,−110,+102
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/no-saints-%40-ten-titans/32225600?category=odds&subcategory=popular,NO Saints,+3.5,−115,42.5,−110,+140,TEN Titans,-3.5,−105,42.5,−110,−166
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/bal-ravens-%40-gb-packers/32225588?category=odds&subcategory=popular,BAL Ravens,-1.5,−110,46.5,−110,−120,GB Packers,+1.5,−110,46.5,−110,+100
SUN DEC 28TH,11:00AM,https://sportsbook.draftkings.com/event/ari-cardinals-%40-cin-bengals/32225533?category=odds&subcategory=popular,ARI Cardinals,+3.5,−110,47.5,−110,+150,CIN Bengals,-3.5,−110,47.5,−110,−180
SUN DEC 28TH,2:25PM,https://sportsbook.draftkings.com/event/phi-eagles-%40-buf-bills/32225506?category=odds&subcategory=popular,PHI Eagles,+1.5,−110,46.5,−110,+102,BUF Bills,-1.5,−110,46.5,−110,−122
SUN DEC 28TH,2:25PM,https://sportsbook.draftkings.com/event/ny-giants-%40-lv-raiders/32225764?category=odds&subcategory=popular,NY Giants,+2.5,−110,42.5,−110,+110,LV Raiders,-2.5,−110,42.5,−110,−130
SUN DEC 28TH,6:20PM,https://sportsbook.draftkings.com/event/chi-bears-%40-sf-49ers/32225614?category=odds&subcategory=popular,CHI Bears,+3.5,−110,46.5,−110,+150,SF 49ers,-3.5,−110,46.5,−110,−180
MON DEC 29TH,6:20PM,https://sportsbook.draftkings.com/event/dal-cowboys-%40-det-lions/32225577?category=odds&subcategory=popular,LA Rams,-3,−110,46.5,−110,−162,ATL Falcons,+3,−110,46.5,−110,+136
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/sea-seahawks-%40-atl-falcons/32225466?category=odds&subcategory=popular,BAL Ravens,-4.5,−110,,,−198,PIT Steelers,+4.5,−110,,,+164
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/was-commanders-%40-min-vikings/32225780?category=odds&subcategory=popular,KC Chiefs,-6,−110,,,−250,LV Raiders,+6,−110,,,+205
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/chi-bears-%40-gb-packers/32225595?category=odds&subcategory=popular,NO Saints,+4.5,−105,,,+180,ATL Falcons,-4.5,−115,,,−218
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/pit-steelers-%40-bal-ravens/32225480?category=odds&subcategory=popular,DET Lions,-1.5,−110,,,−122,CHI Bears,+1.5,−110,,,+102
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/ind-colts-%40-jax-jaguars/32225663?category=odds&subcategory=popular,MIA Dolphins,+2.5,−110,,,+110,NE Patriots,-2.5,−110,,,−130
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/mia-dolphins-%40-ny-jets/32225678?category=odds&subcategory=popular,GB Packers,-1.5,−105,,,−120,MIN Vikings,+1.5,−115,,,+100
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/no-saints-%40-tb-buccaneers/32225608?category=odds&subcategory=popular,SEA Seahawks,+4.5,−110,,,+164,SF 49ers,-4.5,−110,,,−198
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/ten-titans-%40-cle-browns/32225538?category=odds&subcategory=popular,WAS Commanders,+4.5,−110,,,+164,PHI Eagles,-4.5,−110,,,−198
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/den-broncos-%40-lv-raiders/32225759?category=odds&subcategory=popular,IND Colts,+4.5,−110,,,+164,HOU Texans,-4.5,−110,,,−198
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/la-rams-%40-ari-cardinals/32225458?category=odds&subcategory=popular,DAL Cowboys,-1.5,−110,,,−120,NY Giants,+1.5,−110,,,+100
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/cin-bengals-%40-buf-bills/32225489?category=odds&subcategory=popular,ARI Cardinals,+3.5,−110,,,+145,LA Rams,-3.5,−110,,,−175
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/ny-jets-%40-buf-bills/32225487?category=odds&subcategory=popular,NY Jets,+9.5,−110,,,+300,BUF Bills,-9.5,−110,,,−380
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/ten-titans-%40-jax-jaguars/32225664?category=odds&subcategory=popular,TEN Titans,+4.5,−110,,,+160,JAX Jaguars,-4.5,−110,,,−192
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/car-panthers-%40-tb-buccaneers/32225607?category=odds&subcategory=popular,CAR Panthers,+7,−115,,,+240,TB Buccaneers,-7,−105,,,−298
SUN JAN 4TH,11:00AM,https://sportsbook.draftkings.com/event/cle-browns-%40-cin-bengals/32225528?category=odds&subcategory=popular,CLE Browns,+8.5,−110,,,+300,CIN Bengals,-8.5,−110,,,−380
SUN JAN 4TH,2:05PM,https://sportsbook.draftkings.com/event/la-chargers-%40-den-broncos/32225569?category=odds&subcategory=popular,LA Chargers,+2.5,−110,,,+110,DEN Broncos,-2.5,−110,,,−130
