Season,Week,Player,Position,Team,Opponent,Pass_Comp,Pass_Att,Pass_Yards,Pass_TD,Pass_Int,Rush_Att,Rush_Yards,Rush_TD,Rec_Targets,Rec_Recep,Rec_Yards,Rec_TD,Snapcount
2024,1,Tim Jones,WR,JAX,@ MIA,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Travis Etienne Jr,RB,JAX,@ MIA,0,0,0,0,0,12,44,1,0,2,15,0,0
2024,1,Trevor Lawrence,QB,JAX,@ MIA,0,0,162,1,0,1,8,0,0,0,0,0,0
2024,1,Anthony Firkser,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Baylor Cupp,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Carson Steele,RB,KC,VS BAL,0,0,0,0,0,2,3,0,0,0,0,0,0
2024,1,Carson Wentz,QB,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Chris Oladokun,QB,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,DeAndre Hopkins,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Isiah Pacheco,RB,KC,VS BAL,0,0,0,0,0,15,45,1,0,2,33,0,0
2024,1,Jared Wiley,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jody Fortson,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,JuJu Smith-Schuster,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Justin Watson,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,1,25,0,0
2024,1,Justyn Ross,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kareem Hunt,RB,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Keaontay Ingram,RB,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Marquise Brown,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mecole Hardman,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Montrell Washington,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Nikko Remigio,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Noah Gray,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,3,37,0,0
2024,1,Patrick Mahomes II,QB,KC,VS BAL,0,0,291,1,1,2,3,0,0,0,0,0,0
2024,1,Peyton Hendershot,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Rashee Rice,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,7,103,0,0
2024,1,Samaje Perine,RB,KC,VS BAL,0,0,0,0,0,0,0,0,0,1,10,0,0
2024,1,Skyy Moore,WR,KC,VS BAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Travis Kelce,TE,KC,VS BAL,0,0,0,0,0,0,0,0,0,3,34,0,0
2024,1,Xavier Worthy,WR,KC,VS BAL,0,0,0,0,0,1,21,1,0,2,47,1,0
2024,1,Brenden Rice,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,DJ Chark Jr,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Derius Davis,WR,LAC,VS LV,0,0,0,0,0,2,9,0,0,0,0,0,0
2024,1,Dez Fitzpatrick,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Eric Tomlinson,TE,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Gus Edwards,RB,LAC,VS LV,0,0,0,0,0,11,26,0,0,1,2,0,0
2024,1,Hassan Haskins,RB,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Hayden Hurst,TE,LAC,VS LV,0,0,0,0,0,0,0,0,0,2,33,0,0
2024,1,J.K. Dobbins,RB,LAC,VS LV,0,0,0,0,0,10,135,1,0,3,4,0,0
2024,1,Jalen Reagor,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jaret Patterson,RB,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jaylen Johnson,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Joshua Palmer,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,2,15,0,0
2024,1,Justin Herbert,QB,LAC,VS LV,0,0,144,1,0,4,6,0,0,0,0,0,0
2024,1,Kimani Vidal,RB,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ladd McConkey,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,5,39,1,0
2024,1,Laviska Shenault Jr,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Quentin Johnston,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,3,38,0,0
2024,1,Simi Fehoko,WR,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Stone Smartt,TE,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Taylor Heinicke,QB,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tucker Fisk,TE,LAC,VS LV,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Will Dissly,TE,LAC,VS LV,0,0,0,0,0,0,0,0,0,1,13,0,0
2024,1,Blake Corum,RB,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Cody Schrader,RB,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Colby Parkinson,TE,LAR,@ DET,0,0,0,0,0,0,0,0,0,4,47,0,0
2024,1,Cooper Kupp,WR,LAR,@ DET,0,0,0,0,0,2,10,0,0,14,110,1,0
2024,1,Davis Allen,TE,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Demarcus Robinson,WR,LAR,@ DET,0,0,0,0,0,0,0,0,0,4,42,0,0
2024,1,Hunter Long,TE,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jimmy Garoppolo,QB,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jordan Whittington,WR,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kyren Williams,RB,LAR,@ DET,0,0,0,0,0,18,50,1,0,3,4,0,0
2024,1,Matthew Stafford,QB,LAR,@ DET,0,0,317,1,1,0,0,0,0,0,0,0,0
2024,1,Nikola Kalinic,TE,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Puka Nacua,WR,LAR,@ DET,0,0,0,0,0,1,7,0,0,4,35,0,0
2024,1,Ronnie Rivers,RB,LAR,@ DET,0,0,0,0,0,2,16,0,0,0,0,0,0
2024,1,Tutu Atwell,WR,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyler Higbee,TE,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyler Johnson,WR,LAR,@ DET,0,0,0,0,0,0,0,0,0,5,79,0,0
2024,1,Xavier Smith,WR,LAR,@ DET,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Aidan O'Connell,QB,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Alex Bachman,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Alexander Mattison,RB,LV,@ LAC,0,0,0,0,0,5,19,0,0,4,43,1,0
2024,1,Ameer Abdullah,RB,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Brock Bowers,TE,LV,@ LAC,0,0,0,0,0,0,0,0,0,6,58,0,0
2024,1,Chris Collier,RB,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,DJ Turner,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,1,9,0,0
2024,1,Davante Adams,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,5,59,0,0
2024,1,Desmond Ridder,QB,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Dylan Laube,RB,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Gardner Minshew II,QB,LV,@ LAC,0,0,257,1,1,3,5,0,0,0,0,0,0
2024,1,Harrison Bryant,TE,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jakobi Meyers,WR,LV,@ LAC,0,0,0,0,0,1,3,0,0,3,61,0,0
2024,1,John Samuel Shenker,TE,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Justin Shorter,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kristian Wilkerson,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Michael Mayer,TE,LV,@ LAC,0,0,0,0,0,0,0,0,0,2,3,0,0
2024,1,Ramel Keyton,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Sincere McCormick,RB,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Terrace Marshall Jr,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tre Tucker,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,2,22,0,0
2024,1,Tyreik McAllister,WR,LV,@ LAC,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Zamir White,RB,LV,@ LAC,0,0,0,0,0,13,44,0,0,2,2,0,0
2024,1,Alec Ingold,RB,MIA,VS JAX,0,0,0,0,0,2,8,0,0,0,0,0,0
2024,1,Braxton Berrios,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,De'Von Achane,RB,MIA,VS JAX,0,0,0,0,0,10,24,1,0,7,76,0,0
2024,1,Dee Eskridge,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Durham Smythe,TE,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Erik Ezukanma,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Grant DuBose,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jack Stoll,TE,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jaylen Waddle,WR,MIA,VS JAX,0,0,0,0,0,1,3,0,0,5,109,0,0
2024,1,Jaylen Wright,RB,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jeff Wilson Jr,RB,MIA,VS JAX,0,0,0,0,0,5,26,0,0,0,0,0,0
2024,1,Jonnu Smith,TE,MIA,VS JAX,0,0,0,0,0,0,0,0,0,1,7,0,0
2024,1,Julian Hill,TE,MIA,VS JAX,0,0,0,0,0,0,0,0,0,1,6,0,0
2024,1,Malik Washington,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Odell Beckham Jr,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Raheem Mostert,RB,MIA,VS JAX,0,0,0,0,0,6,9,0,0,2,10,0,0
2024,1,River Cracraft,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Robbie Chosen,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Skylar Thompson,QB,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tanner Conner,TE,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tim Boyle,QB,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tua Tagovailoa,QB,MIA,VS JAX,0,0,338,1,0,1,11,0,0,0,0,0,0
2024,1,Tyler Huntley,QB,MIA,VS JAX,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyreek Hill,WR,MIA,VS JAX,0,0,0,0,0,0,0,0,0,7,130,1,0
2024,1,Aaron Jones,RB,MIN,@ NYG,0,0,0,0,0,14,94,1,0,2,15,0,0
2024,1,Brandon Powell,WR,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,CJ Ham,RB,MIN,@ NYG,0,0,0,0,0,0,0,0,0,2,11,0,0
2024,1,Cam Akers,RB,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jalen Nailor,WR,MIN,@ NYG,0,0,0,0,0,0,0,0,0,1,21,1,0
2024,1,Johnny Mundt,TE,MIN,@ NYG,0,0,0,0,0,0,0,0,0,2,15,0,0
2024,1,Jordan Addison,WR,MIN,@ NYG,0,0,0,0,0,0,0,0,0,3,35,0,0
2024,1,Josh Oliver,TE,MIN,@ NYG,0,0,0,0,0,0,0,0,0,2,27,0,0
2024,1,Justin Jefferson,WR,MIN,@ NYG,0,0,0,0,0,0,0,0,0,4,59,1,0
2024,1,Myles Gaskin,RB,MIN,@ NYG,0,0,0,0,0,1,3,0,0,0,0,0,0
2024,1,Nick Mullens,QB,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Nick Muse,TE,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Robert Tonyan Jr,TE,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Sam Darnold,QB,MIN,@ NYG,0,0,208,2,1,3,3,0,0,0,0,0,0
2024,1,TJ Hockenson,TE,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Trent Sherfield Sr,WR,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Trishton Jackson,WR,MIN,@ NYG,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ty Chandler,RB,MIN,@ NYG,0,0,0,0,0,8,17,0,0,3,25,0,0
2024,1,Alex Erickson,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Antonio Gibson,RB,NE,@ CIN,0,0,0,0,0,7,18,0,0,0,0,0,0
2024,1,Austin Hooper,TE,NE,@ CIN,0,0,0,0,0,0,0,0,0,2,31,0,0
2024,1,DeMario Douglas,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,2,12,0,0
2024,1,Drake Maye,QB,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Hunter Henry,TE,NE,@ CIN,0,0,0,0,0,0,0,0,0,2,18,0,0
2024,1,Ja'Lynn Polk,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,1,6,0,0
2024,1,JaMycal Hasty,RB,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jack Westover,TE,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jacoby Brissett,QB,NE,@ CIN,0,0,121,0,0,7,32,0,0,0,0,0,0
2024,1,Jaheim Bell,TE,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Javon Baker,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Joe Milton III,QB,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,KJ Osborn,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,3,21,0,0
2024,1,Kayshon Boutte,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kendrick Bourne,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mitchell Wilcox,TE,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Rhamondre Stevenson,RB,NE,@ CIN,0,0,0,0,0,25,120,1,0,3,6,0,0
2024,1,Terrell Jennings,RB,NE,@ CIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyquan Thornton,WR,NE,@ CIN,0,0,0,0,0,0,0,0,0,2,27,0,0
2024,1,Adam Prentice,RB,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Alvin Kamara,RB,NO,VS CAR,0,0,0,0,0,15,83,1,0,5,27,0,0
2024,1,Bub Means,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Cedrick Wilson Jr,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Chris Olave,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,2,11,0,0
2024,1,Clyde Edwards-Helaire,RB,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Dallin Holker,TE,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Dante Pettis,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Derek Carr,QB,NO,VS CAR,0,0,200,3,0,2,13,0,0,0,0,0,0
2024,1,Equanimeous St. Brown,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Foster Moreau,TE,NO,VS CAR,0,0,0,0,0,0,0,0,0,4,43,1,0
2024,1,Jake Haener,QB,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jamaal Williams,RB,NO,VS CAR,0,0,0,0,0,11,38,1,0,1,13,0,0
2024,1,Jermaine Jackson,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jordan Mims,RB,NO,VS CAR,0,0,0,0,0,4,11,0,0,0,0,0,0
2024,1,Juwan Johnson,TE,NO,VS CAR,0,0,0,0,0,0,0,0,0,2,26,1,0
2024,1,Kendre Miller,RB,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kevin Austin Jr,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Marquez Valdes-Scantling,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mason Tipton,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,1,6,0,0
2024,1,Rashid Shaheed,WR,NO,VS CAR,0,0,0,0,0,0,0,0,0,3,73,1,0
2024,1,Spencer Rattler,QB,NO,VS CAR,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Taysom Hill,TE,NO,VS CAR,0,0,0,0,0,0,0,0,0,1,1,0,0
2024,1,Bryce Ford-Wheaton,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Chris Manhertz,TE,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Daniel Bellinger,TE,NYG,VS MIN,0,0,0,0,0,0,0,0,0,1,3,0,0
2024,1,Daniel Jones,QB,NYG,VS MIN,0,0,186,0,2,6,15,0,0,0,0,0,0
2024,1,Dante Miller,RB,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Darius Slayton,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,3,26,0,0
2024,1,Dee Williams,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Devin Singletary,RB,NYG,VS MIN,0,0,0,0,0,10,37,0,0,4,15,0,0
2024,1,Drew Lock,QB,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Eric Gray,RB,NYG,VS MIN,0,0,0,0,0,2,6,0,0,1,9,0,0
2024,1,Greg Dulcich,TE,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ihmir Smith-Marsette,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Isaiah Hodgins,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jakob Johnson,RB,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jalin Hyatt,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Malik Nabers,WR,NYG,VS MIN,0,0,0,0,0,0,0,0,0,5,66,0,0
2024,1,Theo Johnson,TE,NYG,VS MIN,0,0,0,0,0,0,0,0,0,1,18,0,0
2024,1,Tim Boyle,QB,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tommy DeVito,QB,NYG,VS MIN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyrone Tracy Jr,RB,NYG,VS MIN,0,0,0,0,0,2,2,0,0,1,5,0,0
2024,1,Wan'Dale Robinson,WR,NYG,VS MIN,0,0,0,0,0,1,14,0,0,6,44,0,0
2024,1,Aaron Rodgers,QB,NYJ,@ SF,0,0,167,1,1,1,1,0,0,0,0,0,0
2024,1,Allen Lazard,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,6,89,2,0
2024,1,Anthony Firkser,TE,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Braelon Allen,RB,NYJ,@ SF,0,0,0,0,0,1,8,0,0,1,9,0,0
2024,1,Brandon Smith,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Breece Hall,RB,NYJ,@ SF,0,0,0,0,0,16,54,1,0,5,39,0,0
2024,1,Brenden Bates,TE,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Davante Adams,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Garrett Wilson,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,6,60,0,0
2024,1,Irvin Charles,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Isaiah Davis,RB,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jeremy Ruckert,TE,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kene Nwangwu,RB,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kenny Yeboah,TE,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Malachi Corley,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mike Williams,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyler Conklin,TE,NYJ,@ SF,0,0,0,0,0,0,0,0,0,1,6,0,0
2024,1,Tyrod Taylor,QB,NYJ,@ SF,0,0,36,1,0,1,7,0,0,0,0,0,0
2024,1,Xavier Gipson,WR,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Zack Kuntz,TE,NYJ,@ SF,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,AJ Brown,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,5,119,1,0
2024,1,Ainias Smith,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Britain Covey,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,CJ Uzomah,TE,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Dallas Goedert,TE,PHI,VS GB,0,0,0,0,0,0,0,0,0,4,31,0,0
2024,1,DeVonta Smith,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,7,84,0,0
2024,1,E.J. Jenkins,TE,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Grant Calcaterra,TE,PHI,VS GB,0,0,0,0,0,0,0,0,0,1,11,0,0
2024,1,Jack Stoll,TE,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jahan Dotson,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jalen Hurts,QB,PHI,VS GB,0,0,278,2,2,13,33,0,0,0,0,0,0
2024,1,John Ross,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Johnny Wilson,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Kenneth Gainwell,RB,PHI,VS GB,0,0,0,0,0,1,2,0,0,1,10,0,0
2024,1,Kenny Pickett,QB,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Khari Blasingame,RB,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Parris Campbell,WR,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Saquon Barkley,RB,PHI,VS GB,0,0,0,0,0,24,109,2,0,2,23,1,0
2024,1,Tanner McKee,QB,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tyrion Davis-Price,RB,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Will Shipley,RB,PHI,VS GB,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Aaron Shampklin,RB,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ben Skowronek,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Brandon Johnson,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Calvin Austin III,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,1,7,0,0
2024,1,Connor Heyward,TE,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Cordarrelle Patterson,RB,PIT,@ ATL,0,0,0,0,0,4,13,0,0,0,0,0,0
2024,1,Darnell Washington,TE,PIT,@ ATL,0,0,0,0,0,0,0,0,0,1,5,0,0
2024,1,George Pickens,WR,PIT,@ ATL,0,0,0,0,0,1,10,0,0,6,85,0,0
2024,1,Jaylen Warren,RB,PIT,@ ATL,0,0,0,0,0,2,7,0,0,2,13,0,0
2024,1,Jonathan Ward,RB,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Justin Fields,QB,PIT,@ ATL,0,0,156,0,0,14,57,0,0,0,0,0,0
2024,1,Kyle Allen,QB,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mike Williams,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,MyCole Pruitt,TE,PIT,@ ATL,0,0,0,0,0,0,0,0,0,1,9,0,0
2024,1,Najee Harris,RB,PIT,@ ATL,0,0,0,0,0,20,70,0,0,1,9,0,0
2024,1,Pat Freiermuth,TE,PIT,@ ATL,0,0,0,0,0,0,0,0,0,4,27,0,0
2024,1,Rodney Williams II,TE,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Roman Wilson,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Russell Wilson,QB,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Scotty Miller,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Van Jefferson,WR,PIT,@ ATL,0,0,0,0,0,0,0,0,0,1,1,0,0
2024,1,AJ Barner,TE,SEA,VS DEN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Brady Russell,TE,SEA,VS DEN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Cody White,WR,SEA,VS DEN,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,DK Metcalf,WR,SEA,VS DEN,0,0,0,0,0,0,0,0,0,3,29,0,0
